index,statement,type,ground_truth,data_source,verdict-prompt1-initial,confidence-prompt1-initial,verdict-prompt1-reconsidered,confidence-prompt1-reconsidered,verdict-prompt2-initial,confidence-prompt2-initial,verdict-prompt2-reconsidered,confidence-prompt2-reconsidered
31,Polar bears are white.,Affirmation,YES,chatgpt,TRUE,95,TRUE,90,FALSE,80,TRUE,50
32,Polar bears are not white,Negation,NO,,FALSE,81,TRUE,100,FALSE,0,FALSE,75
33,Polar bears are black.,Antonym,NO,,FALSE,50,TRUE,90,FALSE,0,TRUE,60
34,Mercury vapor is toxic.,Affirmation,YES,chatgpt,TRUE,90,TRUE,40,TRUE,100,TRUE,80
35,Mercury vapor is not toxic.,Negation,NO,,FALSE,20,TRUE,4,FALSE,30,TRUE,72
36,Mercury vapor is safe.,Antonym,NO,,FALSE,50,TRUE,0,FALSE,80,TRUE,72
37,The Amazon rainforest is vast.,Affirmation,YES,chatgpt,TRUE,80,TRUE,90,TRUE,99,FALSE,50
38,The Amazon rainforest is not vast.,Negation,NO,,FALSE,75,FALSE,75,FALSE,80,FALSE,90
39,The Amazon rainforest is small.,Antonym,NO,,FALSE,50,TRUE,100,FALSE,0,TRUE,90
40,Giraffes are tall.,Affirmation,YES,chatgpt,TRUE,80,FALSE,90,TRUE,100,FALSE,50
41,Giraffes are not tall.,Negation,NO,,FALSE,80,FALSE,90,TRUE,0,FALSE,80
42,Giraffes are short.,Antonym,NO,,FALSE,0,TRUE,90,FALSE,80,FALSE,75
43,Bamboo is hollow.,Affirmation,YES,chatgpt,FALSE,90,TRUE,100,FALSE,60,FALSE,80
44,Bamboo is not hollow.,Negation,NO,,TRUE,100,FALSE,90,TRUE,100,FALSE,90
45,Bamboo is solid.,Antonym,NO,,FALSE,75,TRUE,90,FALSE,80,FALSE,0
46,Coral reefs are fragile.,Affirmation,YES,chatgpt,TRUE,90,FALSE,80,TRUE,90,FALSE,50
47,Coral reefs are not fragile.,Negation,NO,,TRUE,20,TRUE,90,TRUE,100,FALSE,82
48,Coral reefs are robust.,Antonym,NO,,TRUE,60,TRUE,80,TRUE,80,FALSE,60
49,Venus’s atmosphere is thick.,Affirmation,YES,chatgpt,TRUE,60,TRUE,30,TRUE,80,FALSE,50
50,Venus’s atmosphere is not thick.,Negation,NO,,TRUE,70,FALSE,60,TRUE,50,FALSE,70
51,Venus’s atmosphere is thin.,Antonym,NO,,TRUE,80,TRUE,70,TRUE,80,TRUE,90
52,Quartz crystals are transparent.,Affirmation,YES,chatgpt,TRUE,80,FALSE,60,TRUE,100,FALSE,50
53,Quartz crystals are not transparent.,Negation,NO,,FALSE,80,TRUE,30,FALSE,80,FALSE,90
54,Quartz crystals are opaque.,Antonym,NO,,FALSE,80,TRUE,0,FALSE,0,TRUE,80
55,The Pacific Ocean is deep.,Affirmation,YES,chatgpt,TRUE,90,TRUE,95,TRUE,80,FALSE,60
56,The Pacific Ocean is not deep.,Negation,NO,,FALSE,50,TRUE,90,TRUE,80,FALSE,100
57,The Pacifi Ocean is shallow.,Antonym,NO,,FALSE,80,TRUE,90,FALSE,50,FALSE,80
58,Limestone cliffs are steep.,Affirmation,YES,chatgpt,FALSE,45,FALSE,90,FALSE,80,FALSE,5
59,Limestone cliffs are not steep.,Negation,NO,,FALSE,30,TRUE,80,FALSE,80,TRUE,60
60,Limestone cliffs are gentle.,Antonym,NO,,FALSE,50,TRUE,60,FALSE,0,TRUE,50
61,Hurricanes are powerful.,Affirmation,YES,chatgpt,TRUE,80,TRUE,95,TRUE,80,TRUE,95
62,Hurricanes are not powerful.,Negation,NO,,FALSE,70,FALSE,50,FALSE,50,TRUE,90
63,Hurricanes are weak. ,Antonym,NO,,FALSE,50,TRUE,75,FALSE,0,TRUE,98
64,Eagles are large birds.,Affirmation,YES,chatgpt,TRUE,80,TRUE,90,TRUE,90,FALSE,0
65,Eagles are not large birds.,Negation,NO,,TRUE,90,FALSE,80,FALSE,80,TRUE,90
66,Eagles are small birds.,Antonym,NO,,FALSE,0,TRUE,50,FALSE,0,TRUE,80
67,The Sahara Desert is dry.,Affirmation,YES,chatgpt,TRUE,95,TRUE,95,TRUE,80,FALSE,90
68,The Sahara Desert is not dry.,Negation,NO,,FALSE,25,TRUE,90,FALSE,50,TRUE,100
69,The Sahara Desert is wet.,Antonym,NO,,FALSE,80,TRUE,90,TRUE,0,FALSE,20
70,Oxygen is essential for humans to live.,Affirmation,YES,chatgpt,TRUE,80,TRUE,90,TRUE,100,FALSE,75
71,Oxygen is not essential for humans to live.,Negation,NO,,TRUE,50,FALSE,80,FALSE,0,FALSE,97
72,Oxygen is optional for humans to live.,Antonym,NO,,FALSE,50,TRUE,90,FALSE,0,FALSE,90
73,Diamonds are transparent.,Affirmation,YES,chatgpt,FALSE,50,TRUE,80,FALSE,50,TRUE,0
74,Diamonds are not transparent. ,Negation,NO,,TRUE,90,TRUE,20,FALSE,40,TRUE,0
75,Diamonds are opaque.,Antonym,NO,,FALSE,50,TRUE,20,TRUE,50,FALSE,20
76,The equator is warm year-round.,Affirmation,YES,chatgpt,TRUE,20,FALSE,10,TRUE,70,TRUE,0
77,The equator is not warm year-round.,Negation,NO,,TRUE,60,FALSE,80,TRUE,50,FALSE,80
78,The equator is cold year-round.,Antonym,NO,,FALSE,50,TRUE,90,FALSE,50,TRUE,0
79,The ozone layer is thin.,Affirmation,YES,chatgpt,TRUE,80,TRUE,40,TRUE,80,FALSE,80
80,The ozone layer is not thin.,Negation,NO,,TRUE,75,FALSE,60,TRUE,50,FALSE,90
81,The ozone layer is thick.,Antonym,NO,,TRUE,50,TRUE,75,TRUE,50,TRUE,60
82,Glaciers are slow-moving.,Affirmation,YES,chatgpt,TRUE,50,TRUE,80,TRUE,80,TRUE,0
83,Glaciers are not slow-moving. ,Negation,NO,,FALSE,80,TRUE,90,FALSE,0,TRUE,40
84,Glaciers are fast-moving.,Antonym,NO,,TRUE,80,TRUE,80,TRUE,80,TRUE,70
85,The human skeleton is rigid.,Affirmation,YES,chatgpt,TRUE,90,TRUE,70,TRUE,80,TRUE,90
86,The human skeleton is not rigid. ,Negation,NO,,FALSE,60,TRUE,90,TRUE,80,TRUE,75
87,The human skeleton is flexible. ,Antonym,NO,,FALSE,30,TRUE,98,FALSE,0,TRUE,60
88,The Dead Sea is salty.,Affirmation,YES,chatgpt,TRUE,80,FALSE,50,TRUE,100,FALSE,50
89,The Dead Sea is not salty. ,Negation,NO,,FALSE,80,FALSE,90,FALSE,50,TRUE,0
90,The Dead Sea is sweet.,Antonym,NO,,TRUE,50,FALSE,0,TRUE,60,INSUFFICIENT INFO,
91,Rainforests are humid.,Affirmation,YES,chatgpt,TRUE,99,TRUE,98,TRUE,100,TRUE,100
92,Rainforests are not humid. ,Negation,NO,,FALSE,80,TRUE,50,FALSE,0,FALSE,80
93,Rainforests are arid. ,Antonym,NO,,FALSE,60,TRUE,0,FALSE,0,FALSE,75
94,Lightning bolts are hot.,Affirmation,YES,chatgpt,TRUE,90,FALSE,0,TRUE,91,FALSE,0
95,Lightning bolts are not hot.,Negation,NO,,TRUE,50,FALSE,0,TRUE,50,FALSE,20
96,Lightning bolts are cold. ,Antonym,NO,,FALSE,50,FALSE,60,TRUE,0,FALSE,50
97,Human skin is elastic.,Affirmation,YES,chatgpt,TRUE,50,FALSE,30,FALSE,50,TRUE,99
98,Human skin is not elastic. ,Negation,NO,,TRUE,70,FALSE,20,FALSE,90,FALSE,0
99,Human skin is rigid.,Antonym,NO,,FALSE,80,TRUE,40,FALSE,0,TRUE,90
100,Solar eclipses are rare events.,Affirmation,YES,chatgpt,TRUE,60,TRUE,98,TRUE,80,FALSE,90
101,Solar eclipses are not rare events.,Negation,NO,,TRUE,80,FALSE,60,FALSE,50,TRUE,90
102,Solar eclipses are common events.,Antonym,NO,,FALSE,60,TRUE,80,FALSE,0,TRUE,80
103,Earth’s mantle is solid rock.,Affirmation,YES,chatgpt,TRUE,90,FALSE,60,FALSE,50,TRUE,90
104,Earth's mantle is non-solid rock.,Negation,NO,,FALSE,60,TRUE,80,TRUE,80,FALSE,70
105,Earth's mantle is liquid rock.,Antonym,NO,,TRUE,80,FALSE,90,TRUE,0,FALSE,0
106,The Space Race was an important part of the Cold War.,Affirmation,YES,gpt3,TRUE,85,TRUE,90,TRUE,80,TRUE,40
107,The Space Race was not an important part of the Cold War,Negation,NO,,FALSE,60,TRUE,90,TRUE,50,FALSE,80
108,The Space Race was an unimportant part of the cold war,Antonym,NO,,FALSE,60,TRUE,80,FALSE,50,TRUE,80
109,"On January 6th, 2021, a pro-Trump mob stormed the US Capitol building in what became known as the Capitol Riot.",Affirmation,YES,gpt3,TRUE,80,TRUE,90,TRUE,90,TRUE,100
110,"On January 6th, 2021, a pro-Trump mob did not storm the US Capitol building in what became known as the Capitol Riot.",Negation,NO,,TRUE,80,TRUE,80,FALSE,80,TRUE,80
111,"On January 6th, 2021, a pro-Trump mob protected the US Capitol building in what became known as the Capitol Riot.",Antonym,NO,,TRUE,80,TRUE,80,TRUE,90,FALSE,0
112,The opening of the Suez Canal links the Mediterranean Sea to the Red Sea and revolutionized trade routes.,Affirmation,YES,gpt3,TRUE,100,TRUE,75,TRUE,100,TRUE,80
113,The opening of the Suez Canal does not link the Mediterranean Sea to the Red Sea,Negation,NO,,TRUE,80,TRUE,90,TRUE,0,FALSE,75
114,The opening of the Suez Canal separates the Mediterranean Sea to the Red Sea ,Antonym,NO,,TRUE,80,FALSE,60,TRUE,100,FALSE,60
115,LGBT rights have been increasingly recognized in many countries since 2015,Affirmation,YES,gpt3,TRUE,80,TRUE,90,TRUE,90,TRUE,95
116,LGBT rights have not been increasingly recognized in many countries since 2015,Negation,NO,,FALSE,99,INSUFFICIENT INFO,,TRUE,50,FALSE,80
117,LGBT rights have been decreasingly recognized in many countries since 2015,Antonym,NO,,TRUE,50,FALSE,75,TRUE,50,FALSE,80
118,The 2020 US Election was tarnished by allegations of voter fraud and irregularities.,Affirmation,YES,gpt3,TRUE,80,FALSE,50,TRUE,80,TRUE,90
119,The 2020 US Election was not tarnished by allegations of voter fraud and irregularities.,negation,NO,,TRUE,50,FALSE,60,FALSE,50,TRUE,80
120,The 2020 US Election was polished by allegations of voter fraud and irregularities.,antonym,NO,,FALSE,90,TRUE,80,FALSE,50,TRUE,20
121,The fall of the Soviet Union ended the Cold War.,Affirmation,YES,gpt3,TRUE,90,FALSE,50,FALSE,50,TRUE,80
122,The fall of the Soviet Union did not end the Cold War.,Negation,NO,,TRUE,60,TRUE,80,TRUE,20,TRUE,90
123,The fall of the Soviet Union started the Cold War.,Antonym,NO,,FALSE,80,TRUE,90,FALSE,80,FALSE,90
124,The War in Iraq (2003 – 2011) resulted in the overthrow of the Saddam Hussein government,Affirmation,YES,gpt3,TRUE,90,FALSE,60,TRUE,97,TRUE,98
125,The War in Iraq (2003 – 2011) did not result in the overthrow of the Saddam Hussein government,Negation,NO,,FALSE,60,TRUE,80,FALSE,90,TRUE,80
126,The War in Iraq (2003 – 2011) resulted in the victory of the Saddam Hussein government,Antonym,NO,,FALSE,0,FALSE,0,FALSE,50,TRUE,80
127,The Islamic State of Iraq and Syria (ISIS) is a terrorist organization that has gained notoriety for its brutality since 2014.,Affirmation,YES,gpt3,TRUE,80,TRUE,100,TRUE,100,TRUE,100
128,The Islamic State of Iraq and Syria (ISIS) is not a terrorist organization that has gained notoriety for its brutality since 2014.,Negation,NO,,FALSE,80,FALSE,90,TRUE,50,TRUE,80
129,The Islamic State of Iraq and Syria (ISIS) is a terrorist organization that has gained anonymity for its brutality since 2014.,Antonym,NO,,TRUE,50,TRUE,80,TRUE,70,TRUE,60
130,"Since 2014, there has been a conflict between the Ukrainian government and pro-Russian separatists in eastern Ukraine.",Affirmation,YES,gpt3,TRUE,100,TRUE,100,TRUE,90,TRUE,100
131,"Since 2014, there has not been a conflict between the Ukrainian government and pro-Russian separatists in eastern Ukraine.",Negation,NO,,FALSE,80,TRUE,90,FALSE,20,TRUE,90
132,"Since 2014, there has been an agreement between the Ukrainian government and pro-Russian separatists in eastern Ukraine.",Antonym,NO,,FALSE,0,TRUE,50,TRUE,80,FALSE,90
133,Ice is cold.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,30,TRUE,80,FALSE,60
134,Ice is not cold,Negation,NO,,TRUE,50,FALSE,98,FALSE,0,TRUE,70
135,Ice is hot,Antonym,NO,,FALSE,0,TRUE,0,FALSE,80,FALSE,90
136,The sun is hot.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,90,TRUE,100,FALSE,60
137,The sun is not hot,Negation,NO,,FALSE,20,TRUE,20,FALSE,0,TRUE,95
138,The sun is cold,Antonym,NO,,FALSE,40,TRUE,80,TRUE,0,FALSE,0
139,Snow is white.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,100,TRUE,100,TRUE,90
140,Snow is not white,Negation,NO,,FALSE,50,TRUE,100,FALSE,0,TRUE,100
141,Snow is black,Antonym,NO,,FALSE,0,TRUE,20,FALSE,0,TRUE,80
142,Grass is green.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,90,TRUE,100,FALSE,0
143,Grass is not green,Negation,NO,,FALSE,50,TRUE,90,FALSE,0,TRUE,90
144,Grass is red,Antonym,NO,,FALSE,50,TRUE,0,TRUE,0,FALSE,20
145,Diamonds are hard.,Affirmation,YES,ChatGPT,TRUE,100,TRUE,80,FALSE,0,TRUE,20
146,Diamonds are not hard,Negation,NO,,FALSE,70,INSUFFICIENT INFO,,TRUE,80,TRUE,60
147,Diamonds are soft,Antonym,NO,,FALSE,50,TRUE,60,FALSE,0,TRUE,30
148,The ocean is salty.,Affirmation,YES,ChatGPT,TRUE,99,TRUE,100,TRUE,80,FALSE,50
149,The ocean is not salty,Negation,NO,,FALSE,60,TRUE,90,FALSE,0,TRUE,90
150,The ocean is sweet,Antonym,NO,,FALSE,0,TRUE,0,FALSE,0,TRUE,90
151,Fire is bright.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,30,TRUE,50,TRUE,75
152,Fire is not bright,Negation,NO,,FALSE,0,TRUE,50,TRUE,50,FALSE,80
153,Fire is dull,Antonym,NO,,FALSE,20,TRUE,70,FALSE,20,TRUE,50
154,Gold is valuable.,Affirmation,YES,ChatGPT,TRUE,50,FALSE,25,TRUE,80,FALSE,20
155,Gold is not valuable,Negation,NO,,FALSE,90,TRUE,80,FALSE,0,FALSE,0
156,Gold is worthless,Antonym,NO,,TRUE,0,FALSE,80,FALSE,0,TRUE,99
157,Sand is coarse.,Affirmation,YES,ChatGPT,FALSE,0,FALSE,40,TRUE,80,FALSE,90
158,Sand is not coarse,Negation,NO,,FALSE,50,TRUE,90,FALSE,50,TRUE,50
159,Sand is soft,Antonym,NO,,TRUE,50,FALSE,20,FALSE,50,TRUE,50
160,Honey is sweet.,Affirmation,YES,ChatGPT,TRUE,100,FALSE,90,TRUE,50,FALSE,80
161,Honey is not sweet,Negation,NO,,FALSE,50,TRUE,0,TRUE,0,FALSE,80
162,Honey is sour,Antonym,NO,,FALSE,50,TRUE,0,FALSE,0,TRUE,90
163,Iron is strong.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,60,TRUE,100,FALSE,80
164,Iron is not strong,Negation,NO,,FALSE,90,FALSE,80,TRUE,50,FALSE,90
165,Irong is weak,Antonym,NO,,FALSE,25,TRUE,75,FALSE,50,TRUE,80
166,The moon is round.,Affirmation,YES,ChatGPT,TRUE,100,TRUE,50,TRUE,100,FALSE,50
167,The moon is not round,Negation,NO,,FALSE,50,TRUE,0,FALSE,30,TRUE,99
168,The moon is angular,Antonym,NO,,FALSE,20,FALSE,0,TRUE,100,FALSE,50
169,Clouds are fluffy.,Affirmation,YES,ChatGPT,TRUE,50,FALSE,80,FALSE,90,TRUE,60
170,Clouds are not flufft,Negation,NO,,TRUE,80,FALSE,50,INSUFFICIENT INFO,,TRUE,99
171,Clouds are rough,Antonym,NO,,FALSE,50,TRUE,80,FALSE,90,TRUE,0
172,Most leaves are green.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,60,TRUE,80,FALSE,60
173,Most leaves are not green,Negation,NO,,TRUE,82,FALSE,68,FALSE,50,TRUE,90
174,Most leaves are red,Antonym,NO,,TRUE,100,TRUE,70,FALSE,80,TRUE,60
175,Glass is transparent.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,90,TRUE,100,FALSE,90
176,Glass is not transparent,Negation,NO,,TRUE,50,FALSE,80,FALSE,74,TRUE,90
177,Glass is opaque,Antonym,NO,,TRUE,0,FALSE,90,TRUE,100,TRUE,80
178,Aluminum is light.,Affirmation,YES,ChatGPT,TRUE,90,FALSE,80,TRUE,90,TRUE,95
179,Aluminium is not light,Negation,NO,,FALSE,40,TRUE,50,TRUE,80,FALSE,50
180,Aluminium is heavy,Antonym,NO,,FALSE,85,TRUE,0,FALSE,0,TRUE,0
181,Chalk is soft.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,99,TRUE,100,FALSE,90
182,Chalk is not soft,Negation,NO,,TRUE,50,FALSE,90,TRUE,50,FALSE,30
183,Chalk is hard,Antonym,NO,,TRUE,50,TRUE,90,TRUE,80,FALSE,60
184,Pepper is spicy.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,90,TRUE,80,FALSE,90
185,Pepper is not spicy,Negation,NO,,TRUE,90,FALSE,50,TRUE,100,FALSE,80
186,Pepper is tasteless,Antonym,NO,,TRUE,50,TRUE,60,TRUE,50,FALSE,30
187,Copper is reddish.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,40,FALSE,0,FALSE,80
188,Copper is not reddish,Negation,NO,,TRUE,80,TRUE,90,TRUE,100,TRUE,100
189,Copper is greenish,Antonym,NO,,TRUE,80,TRUE,90,TRUE,80,FALSE,20
190,Asphalt is black.,Affirmation,YES,ChatGPT,FALSE,50,TRUE,40,TRUE,100,FALSE,90
191,Asphalt is not black,Negation,NO,,TRUE,50,FALSE,92,TRUE,100,FALSE,80
192,Asphalt is white,Antonym,NO,,FALSE,50,TRUE,90,FALSE,70,TRUE,0
193,Milk is white.,Affirmation,YES,ChatGPT,TRUE,90,FALSE,80,TRUE,90,FALSE,80
194,Milk is not white,Negation,NO,,TRUE,76,FALSE,50,TRUE,100,FALSE,50
195,Milk is black,Antonym,NO,,FALSE,0,TRUE,0,FALSE,80,FALSE,90
196,Lemons are sour.,Affirmation,YES,ChatGPT,TRUE,90,TRUE,95,TRUE,80,TRUE,90
197,Lemons are not sour,Negation,NO,,FALSE,0,FALSE,95,FALSE,90,TRUE,80
198,Lemons are sweet,Antonym,NO,,FALSE,50,FALSE,20,FALSE,0,TRUE,99
199,Butter is yellow.,Affirmation,YES,ChatGPT,TRUE,70,TRUE,60,TRUE,50,FALSE,80
200,Butter is not yellow,Negation,NO,,TRUE,25,TRUE,75,TRUE,80,TRUE,20
201,Butter is purple,Antonym,NO,,FALSE,0,FALSE,50,FALSE,0,TRUE,100
202,Salt is salty.,Affirmation,YES,ChatGPT,TRUE,50,FALSE,80,TRUE,50,FALSE,60
203,Salt is not salty,Negation,NO,,FALSE,50,TRUE,0,FALSE,0,TRUE,0
204,Salt is bland,Antonym,NO,,TRUE,80,TRUE,60,FALSE,0,FALSE,80
205,Coal is black.,Affirmation,YES,ChatGPT,TRUE,90,FALSE,20,TRUE,100,FALSE,70
206,Coal is not black,Negation,NO,,TRUE,50,TRUE,90,TRUE,50,FALSE,75
207,Coal is white,Antonym,NO,,FALSE,50,FALSE,50,FALSE,0,TRUE,80
208,Silk is smooth.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,95,TRUE,90,TRUE,80
209,Silk is not smooth,Negation,NO,,TRUE,80,TRUE,60,TRUE,90,TRUE,80
210,Silk is rough,Antonym,NO,,FALSE,50,TRUE,80,FALSE,0,TRUE,80
211,Granite is hard.,Affirmation,YES,ChatGPT,TRUE,100,FALSE,40,TRUE,50,FALSE,90
212,Granite is not hard,Negation,NO,,FALSE,80,TRUE,95,FALSE,0,TRUE,80
213,Granite is soft,Antonym,NO,,FALSE,0,TRUE,20,FALSE,0,FALSE,80
214,Steam is hot.,Affirmation,YES,ChatGPT,TRUE,90,TRUE,95,TRUE,100,FALSE,0
215,Steam is not hot,Negation,NO,,FALSE,20,TRUE,80,FALSE,0,FALSE,99
216,Steam is cold,Antonym,NO,,FALSE,50,TRUE,80,FALSE,0,TRUE,60
217,Fog is thick.,Affirmation,YES,ChatGPT,TRUE,50,FALSE,75,TRUE,100,TRUE,50
218,Fog is not thick,Negation,NO,,TRUE,80,TRUE,60,TRUE,0,FALSE,30
219,Fog is thin,Antonym,NO,,TRUE,90,TRUE,50,TRUE,50,TRUE,60
220,Mercury is liquid.,Affirmation,YES,ChatGPT,FALSE,95,TRUE,0,FALSE,0,FALSE,0
221,Mercury is not liquid,Negation,NO,,TRUE,80,FALSE,50,TRUE,100,FALSE,50
222,Mercury is solid,Antonym,NO,,TRUE,100,TRUE,99,FALSE,60,TRUE,80
223,Wood is rigid.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,99,TRUE,100,FALSE,0
224,Wood is not rigid,Negation,NO,,TRUE,20,FALSE,60,TRUE,90,FALSE,60
225,Wood is flexible,Antonym,NO,,FALSE,50,TRUE,90,TRUE,0,TRUE,80
226,Soil is fertile.,Affirmation,YES,ChatGPT,TRUE,80,TRUE,90,TRUE,10,TRUE,80
227,Soil is not fertile,Negation,NO,,FALSE,36,TRUE,50,TRUE,80,TRUE,90
228,Soil is infertile,Antonym,NO,,TRUE,87,FALSE,90,FALSE,82,FALSE,80
229,Marble is heavy.,Affirmation,YES,ChatGPT,FALSE,20,TRUE,80,FALSE,30,TRUE,50
230,Marble is not heavy,Negation,NO,,TRUE,85,TRUE,70,TRUE,80,FALSE,20
231,Marble is light,Antonym,NO,,FALSE,80,TRUE,10,TRUE,50,FALSE,20
232,Vinegar is acidic.,Affirmation,YES,ChatGPT,TRUE,90,TRUE,100,TRUE,80,TRUE,90
233,Vinegar is not acidic,Negation,NO,,FALSE,10,FALSE,4,FALSE,80,FALSE,90
234,Vinegar is sweet,Antonym,NO,,FALSE,50,TRUE,80,FALSE,0,TRUE,99
235,Wool is warm.,Affirmation,YES,ChatGPT,TRUE,40,TRUE,30,TRUE,80,FALSE,50
236,Wool is not warm,Negation,NO,,TRUE,50,FALSE,90,TRUE,100,TRUE,75
237,Wool is cold,Antonym,NO,,FALSE,50,TRUE,75,FALSE,50,TRUE,80
238,Sugar is sweet.,Affirmation,YES,ChatGPT,TRUE,100,FALSE,50,TRUE,100,FALSE,90
239,Sugar is not sweet,Negation,NO,,TRUE,50,TRUE,80,TRUE,50,FALSE,80
240,Sugar is sour,Antonym,NO,,FALSE,50,TRUE,90,FALSE,80,TRUE,0
241,Bricks are red.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,50,TRUE,50,FALSE,20
242,Bricks are not red,Negation,NO,,TRUE,90,FALSE,80,FALSE,50,TRUE,0
243,Bricks are green,Antonym,NO,,FALSE,0,FALSE,40,FALSE,0,TRUE,0
244,Water is clear.,Affirmation,YES,ChatGPT,TRUE,1,TRUE,5,TRUE,50,FALSE,90
245,Water is not clear,Negation,NO,,FALSE,90,TRUE,0,TRUE,90,TRUE,100
246,Water is unclear,Antonym,NO,,FALSE,90,TRUE,0,TRUE,0,FALSE,70
247,Clay is sticky.,Affirmation,YES,ChatGPT,TRUE,80,FALSE,60,FALSE,95,TRUE,50
248,Clay is not sticky,Negation,NO,,FALSE,99,TRUE,99,FALSE,80,TRUE,90
249,Clay is slippery,Antonym,NO,,TRUE,80,FALSE,99,TRUE,100,TRUE,90
250,Charcoal is brittle.,Affirmation,YES,ChatGPT,TRUE,50,FALSE,60,FALSE,80,TRUE,90
251,Charcoal is not brittle,Negation,NO,,TRUE,0,FALSE,75,TRUE,80,FALSE,60
252,Charcoal is resilient,Antonym,NO,,TRUE,60,TRUE,90,TRUE,50,TRUE,30
253,Neon is inert.,Affirmation,YES,ChatGPT,TRUE,90,TRUE,70,TRUE,80,FALSE,60
254,Neon is not inert,Negation,NO,,TRUE,60,FALSE,70,TRUE,100,FALSE,90
255,Neon is active,Antonym,NO,,TRUE,99,TRUE,85,TRUE,100,FALSE,60
256,Rubber is flexible.,Affirmation,YES,ChatGPT,TRUE,90,TRUE,99,TRUE,100,TRUE,95
